130065 silly lifecycle node-emoji@0.1.0~preinstall: no script for preinstall, continuing
133159 verbose linkMans lodash.keys@4.0.7
133160 silly build lodash.escape@3.2.0
133161 info linkStuff lodash.escape@3.2.0
133162 silly linkStuff lodash.escape@3.2.0 has /var/www/app/node_modules as its parent node_modules
133163 verbose linkBins lodash.escape@3.2.0
133164 verbose linkMans lodash.escape@3.2.0
133165 silly build lodash.isarguments@3.0.8
133166 info linkStuff lodash.isarguments@3.0.8
133167 silly linkStuff lodash.isarguments@3.0.8 has /var/www/app/node_modules as its parent node_modules
133168 verbose linkBins lodash.isarguments@3.0.8
133169 verbose linkMans lodash.isarguments@3.0.8
133170 silly build lodash.isarray@3.0.4
133171 info linkStuff lodash.isarray@3.0.4
133172 silly linkStuff lodash.isarray@3.0.4 has /var/www/app/node_modules as its parent node_modules
133173 verbose linkBins lodash.isarray@3.0.4
133174 verbose linkMans lodash.isarray@3.0.4
133175 silly build lodash.keys@3.1.2
133176 info linkStuff lodash.keys@3.1.2
133177 silly linkStuff lodash.keys@3.1.2 has /var/www/app/node_modules as its parent node_modules
133178 verbose linkBins lodash.keys@3.1.2
133179 verbose linkMans lodash.keys@3.1.2
133180 silly build lodash._baseassign@3.2.0
133181 info linkStuff lodash._baseassign@3.2.0
133182 silly linkStuff lodash._baseassign@3.2.0 has /var/www/app/node_modules as its parent node_modules
133183 verbose linkBins lodash._baseassign@3.2.0
133184 verbose linkMans lodash._baseassign@3.2.0
133185 silly build lodash._baseclone@3.3.0
133186 info linkStuff lodash._baseclone@3.3.0
133187 silly linkStuff lodash._baseclone@3.3.0 has /var/www/app/node_modules as its parent node_modules
133188 verbose linkBins lodash._baseclone@3.3.0
133189 verbose linkMans lodash._baseclone@3.3.0
133190 silly build lodash.clonedeep@3.0.2
133191 info linkStuff lodash.clonedeep@3.0.2
133192 silly linkStuff lodash.clonedeep@3.0.2 has /var/www/app/node_modules as its parent node_modules
133193 verbose linkBins lodash.clonedeep@3.0.2
133194 verbose linkMans lodash.clonedeep@3.0.2
133195 silly build lodash.memoize@3.0.4
133196 info linkStuff lodash.memoize@3.0.4
133197 silly linkStuff lodash.memoize@3.0.4 has /var/www/app/node_modules as its parent node_modules
133198 verbose linkBins lodash.memoize@3.0.4
133199 verbose linkMans lodash.memoize@3.0.4
133200 silly build combine-source-map@0.6.1
133201 info linkStuff combine-source-map@0.6.1
133202 silly linkStuff combine-source-map@0.6.1 has /var/www/app/node_modules as its parent node_modules
133203 verbose linkBins combine-source-map@0.6.1
133204 verbose linkMans combine-source-map@0.6.1
133205 silly build lodash._basetostring@4.12.0
133206 info linkStuff lodash._basetostring@4.12.0
133207 silly linkStuff lodash._basetostring@4.12.0 has /var/www/app/node_modules/lodash.pad/node_modules as its parent node_modules
133208 verbose linkBins lodash._basetostring@4.12.0
133209 verbose linkMans lodash._basetostring@4.12.0
133210 silly build lodash._basetostring@4.12.0
133211 info linkStuff lodash._basetostring@4.12.0
133212 silly linkStuff lodash._basetostring@4.12.0 has /var/www/app/node_modules/lodash.padend/node_modules as its parent node_modules
133213 verbose linkBins lodash._basetostring@4.12.0
133214 verbose linkMans lodash._basetostring@4.12.0
133215 silly build lodash._basetostring@4.12.0
133216 info linkStuff lodash._basetostring@4.12.0
133217 silly linkStuff lodash._basetostring@4.12.0 has /var/www/app/node_modules/lodash.padstart/node_modules as its parent node_modules
133218 verbose linkBins lodash._basetostring@4.12.0
133219 verbose linkMans lodash._basetostring@4.12.0
133220 silly build lodash.rest@4.0.3
133221 info linkStuff lodash.rest@4.0.3
133222 silly linkStuff lodash.rest@4.0.3 has /var/www/app/node_modules as its parent node_modules
133223 verbose linkBins lodash.rest@4.0.3
133224 verbose linkMans lodash.rest@4.0.3
133225 silly build lodash.assign@4.0.9
133226 info linkStuff lodash.assign@4.0.9
133227 silly linkStuff lodash.assign@4.0.9 has /var/www/app/node_modules as its parent node_modules
133228 verbose linkBins lodash.assign@4.0.9
133229 verbose linkMans lodash.assign@4.0.9
133230 silly build lodash.restparam@3.6.1
133231 info linkStuff lodash.restparam@3.6.1
133232 silly linkStuff lodash.restparam@3.6.1 has /var/www/app/node_modules as its parent node_modules
133233 verbose linkBins lodash.restparam@3.6.1
133234 verbose linkMans lodash.restparam@3.6.1
133235 silly build lodash._createassigner@3.1.1
133236 info linkStuff lodash._createassigner@3.1.1
133237 silly linkStuff lodash._createassigner@3.1.1 has /var/www/app/node_modules as its parent node_modules
133238 verbose linkBins lodash._createassigner@3.1.1
133239 verbose linkMans lodash._createassigner@3.1.1
133240 silly build lodash.templatesettings@3.1.1
133241 info linkStuff lodash.templatesettings@3.1.1
133242 silly linkStuff lodash.templatesettings@3.1.1 has /var/www/app/node_modules as its parent node_modules
133243 verbose linkBins lodash.templatesettings@3.1.1
133244 verbose linkMans lodash.templatesettings@3.1.1
133245 silly build lodash.template@3.6.2
133246 info linkStuff lodash.template@3.6.2
133247 silly linkStuff lodash.template@3.6.2 has /var/www/app/node_modules as its parent node_modules
133248 verbose linkBins lodash.template@3.6.2
133249 verbose linkMans lodash.template@3.6.2
133250 silly build lodash.tostring@4.1.3
133251 info linkStuff lodash.tostring@4.1.3
133252 silly linkStuff lodash.tostring@4.1.3 has /var/www/app/node_modules as its parent node_modules
133253 verbose linkBins lodash.tostring@4.1.3
133254 verbose linkMans lodash.tostring@4.1.3
133255 silly build lodash.padstart@4.5.0
133256 info linkStuff lodash.padstart@4.5.0
133257 silly linkStuff lodash.padstart@4.5.0 has /var/www/app/node_modules as its parent node_modules
133258 verbose linkBins lodash.padstart@4.5.0
133259 verbose linkMans lodash.padstart@4.5.0
133260 silly build lodash.padend@4.5.0
133261 info linkStuff lodash.padend@4.5.0
133262 silly linkStuff lodash.padend@4.5.0 has /var/www/app/node_modules as its parent node_modules
133263 verbose linkBins lodash.padend@4.5.0
133264 verbose linkMans lodash.padend@4.5.0
133265 silly build lodash.pad@4.4.0
133266 info linkStuff lodash.pad@4.4.0
133267 silly linkStuff lodash.pad@4.4.0 has /var/www/app/node_modules as its parent node_modules
133268 verbose linkBins lodash.pad@4.4.0
133269 verbose linkMans lodash.pad@4.4.0
133270 silly build gauge@1.2.7
133271 info linkStuff gauge@1.2.7
133272 silly linkStuff gauge@1.2.7 has /var/www/app/node_modules as its parent node_modules
133273 verbose linkBins gauge@1.2.7
133274 verbose linkMans gauge@1.2.7
133275 silly build longest@1.0.1
133276 info linkStuff longest@1.0.1
133277 silly linkStuff longest@1.0.1 has /var/www/app/node_modules as its parent node_modules
133278 verbose linkBins longest@1.0.1
133279 verbose linkMans longest@1.0.1
133280 silly build loose-envify@1.2.0
133281 info linkStuff loose-envify@1.2.0
133282 silly linkStuff loose-envify@1.2.0 has /var/www/app/node_modules as its parent node_modules
133283 verbose linkBins loose-envify@1.2.0
133284 verbose link bins [ { 'loose-envify': 'cli.js' },
133284 verbose link bins   '/var/www/app/node_modules/.bin',
133284 verbose link bins   false ]
133285 verbose linkMans loose-envify@1.2.0
133286 silly gentlyRm /var/www/app/node_modules/.bin/loose-envify is being purged
133287 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/loose-envify
133288 silly build invariant@2.2.1
133289 info linkStuff invariant@2.2.1
133290 silly linkStuff invariant@2.2.1 has /var/www/app/node_modules as its parent node_modules
133291 verbose linkBins invariant@2.2.1
133292 verbose linkMans invariant@2.2.1
133293 silly build lru-cache@2.7.3
133294 info linkStuff lru-cache@2.7.3
133295 silly linkStuff lru-cache@2.7.3 has /var/www/app/node_modules as its parent node_modules
133296 verbose linkBins lru-cache@2.7.3
133297 verbose linkMans lru-cache@2.7.3
133298 silly build map-obj@1.0.1
133299 info linkStuff map-obj@1.0.1
133300 silly linkStuff map-obj@1.0.1 has /var/www/app/node_modules as its parent node_modules
133301 verbose linkBins map-obj@1.0.1
133302 verbose linkMans map-obj@1.0.1
133303 silly build camelcase-keys@2.1.0
133304 info linkStuff camelcase-keys@2.1.0
133305 silly linkStuff camelcase-keys@2.1.0 has /var/www/app/node_modules as its parent node_modules
133306 verbose linkBins camelcase-keys@2.1.0
133307 verbose linkMans camelcase-keys@2.1.0
133308 silly build marked@0.3.5
133309 info linkStuff marked@0.3.5
133310 silly linkStuff marked@0.3.5 has /var/www/app/node_modules as its parent node_modules
133311 warn prefer global marked@0.3.5 should be installed with -g
133312 verbose linkBins marked@0.3.5
133313 verbose link bins [ { marked: './bin/marked' },
133313 verbose link bins   '/var/www/app/node_modules/.bin',
133313 verbose link bins   false ]
133314 verbose linkMans marked@0.3.5
133315 silly gentlyRm /var/www/app/node_modules/.bin/marked is being purged
133316 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/marked
133317 silly build lodash.assign@3.2.0
133318 info linkStuff lodash.assign@3.2.0
133319 silly linkStuff lodash.assign@3.2.0 has /var/www/app/node_modules/marked-terminal/node_modules as its parent node_modules
133320 verbose linkBins lodash.assign@3.2.0
133321 verbose linkMans lodash.assign@3.2.0
133322 silly build object-assign@4.1.0
133323 info linkStuff object-assign@4.1.0
133324 silly linkStuff object-assign@4.1.0 has /var/www/app/node_modules/meow/node_modules as its parent node_modules
133325 verbose linkBins object-assign@4.1.0
133326 verbose linkMans object-assign@4.1.0
133327 silly build merge@1.2.0
133328 info linkStuff merge@1.2.0
133329 silly linkStuff merge@1.2.0 has /var/www/app/node_modules as its parent node_modules
133330 verbose linkBins merge@1.2.0
133331 verbose linkMans merge@1.2.0
133332 silly build miller-rabin@4.0.0
133333 info linkStuff miller-rabin@4.0.0
133334 silly linkStuff miller-rabin@4.0.0 has /var/www/app/node_modules as its parent node_modules
133335 verbose linkBins miller-rabin@4.0.0
133336 verbose link bins [ { 'miller-rabin': 'bin/miller-rabin' },
133336 verbose link bins   '/var/www/app/node_modules/.bin',
133336 verbose link bins   false ]
133337 verbose linkMans miller-rabin@4.0.0
133338 silly gentlyRm /var/www/app/node_modules/.bin/miller-rabin is being purged
133339 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/miller-rabin
133340 silly build mime@1.2.4
133341 info linkStuff mime@1.2.4
133342 silly linkStuff mime@1.2.4 has /var/www/app/node_modules as its parent node_modules
133343 verbose linkBins mime@1.2.4
133344 verbose linkMans mime@1.2.4
133345 silly build connect@1.9.2
133346 info linkStuff connect@1.9.2
133347 silly linkStuff connect@1.9.2 has /var/www/app/node_modules/express/node_modules as its parent node_modules
133348 verbose linkBins connect@1.9.2
133349 verbose linkMans connect@1.9.2
133350 silly build express@2.5.11
133351 info linkStuff express@2.5.11
133352 silly linkStuff express@2.5.11 has /var/www/app/node_modules as its parent node_modules
133353 verbose linkBins express@2.5.11
133354 verbose link bins [ { express: './bin/express' },
133354 verbose link bins   '/var/www/app/node_modules/.bin',
133354 verbose link bins   false ]
133355 verbose linkMans express@2.5.11
133356 silly gentlyRm /var/www/app/node_modules/.bin/express is being purged
133357 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/express
133358 silly build mime-db@1.23.0
133359 info linkStuff mime-db@1.23.0
133360 silly linkStuff mime-db@1.23.0 has /var/www/app/node_modules as its parent node_modules
133361 verbose linkBins mime-db@1.23.0
133362 verbose linkMans mime-db@1.23.0
133363 silly build mime-types@2.1.11
133364 info linkStuff mime-types@2.1.11
133365 silly linkStuff mime-types@2.1.11 has /var/www/app/node_modules as its parent node_modules
133366 verbose linkBins mime-types@2.1.11
133367 verbose linkMans mime-types@2.1.11
133368 silly build form-data@1.0.0-rc4
133369 info linkStuff form-data@1.0.0-rc4
133370 silly linkStuff form-data@1.0.0-rc4 has /var/www/app/node_modules as its parent node_modules
133371 verbose linkBins form-data@1.0.0-rc4
133372 verbose linkMans form-data@1.0.0-rc4
133373 silly build minimalistic-assert@1.0.0
133374 info linkStuff minimalistic-assert@1.0.0
133375 silly linkStuff minimalistic-assert@1.0.0 has /var/www/app/node_modules as its parent node_modules
133376 verbose linkBins minimalistic-assert@1.0.0
133377 verbose linkMans minimalistic-assert@1.0.0
133378 silly build des.js@1.0.0
133379 info linkStuff des.js@1.0.0
133380 silly linkStuff des.js@1.0.0 has /var/www/app/node_modules as its parent node_modules
133381 verbose linkBins des.js@1.0.0
133382 verbose linkMans des.js@1.0.0
133383 silly build browserify-des@1.0.0
133384 info linkStuff browserify-des@1.0.0
133385 silly linkStuff browserify-des@1.0.0 has /var/www/app/node_modules as its parent node_modules
133386 verbose linkBins browserify-des@1.0.0
133387 verbose linkMans browserify-des@1.0.0
133388 silly build asn1.js@4.6.2
133389 info linkStuff asn1.js@4.6.2
133390 silly linkStuff asn1.js@4.6.2 has /var/www/app/node_modules as its parent node_modules
133391 verbose linkBins asn1.js@4.6.2
133392 verbose linkMans asn1.js@4.6.2
133393 silly build minimatch@3.0.2
133394 info linkStuff minimatch@3.0.2
133395 silly linkStuff minimatch@3.0.2 has /var/www/app/node_modules as its parent node_modules
133396 verbose linkBins minimatch@3.0.2
133397 verbose linkMans minimatch@3.0.2
133398 silly build minimist@1.2.0
133399 info linkStuff minimist@1.2.0
133400 silly linkStuff minimist@1.2.0 has /var/www/app/node_modules as its parent node_modules
133401 verbose linkBins minimist@1.2.0
133402 verbose linkMans minimist@1.2.0
133403 silly build minimist@0.0.8
133404 info linkStuff minimist@0.0.8
133405 silly linkStuff minimist@0.0.8 has /var/www/app/node_modules/mkdirp/node_modules as its parent node_modules
133406 verbose linkBins minimist@0.0.8
133407 verbose linkMans minimist@0.0.8
133408 silly build mkdirp@0.5.1
133409 info linkStuff mkdirp@0.5.1
133410 silly linkStuff mkdirp@0.5.1 has /var/www/app/node_modules as its parent node_modules
133411 verbose linkBins mkdirp@0.5.1
133412 verbose link bins [ { mkdirp: 'bin/cmd.js' },
133412 verbose link bins   '/var/www/app/node_modules/.bin',
133412 verbose link bins   false ]
133413 verbose linkMans mkdirp@0.5.1
133414 silly gentlyRm /var/www/app/node_modules/.bin/mkdirp is being purged
133415 verbose gentlyRm don't care about contents; nuking /var/www/app/node_modules/.bin/mkdirp
133416 silly build modify-filename@1.1.0
133417 info linkStuff modify-filename@1.1.0
133418 silly linkStuff modify-filename@1.1.0 has /var/www/app/node_modules as its parent node_modules
133419 verbose linkBins modify-filename@1.1.0
133420 verbose linkMans modify-filename@1.1.0
133421 silly build ms@0.7.1
133422 info linkStuff ms@0.7.1
133423 silly linkStuff ms@0.7.1 has /var/www/app/node_modules as its parent node_modules
133424 verbose linkBins ms@0.7.1
133425 verbose linkMans ms@0.7.1
133426 silly build debug@2.2.0
133427 info linkStuff debug@2.2.0
133428 silly linkStuff debug@2.2.0 has /var/www/app/node_modules as its parent node_modules
133429 verbose linkBins debug@2.2.0
133430 verbose linkMans debug@2.2.0
133431 silly build array-index@1.0.0
133432 info linkStuff array-index@1.0.0
133433 silly linkStuff array-index@1.0.0 has /var/www/app/node_modules as its parent node_modules
133434 verbose linkBins array-index@1.0.0
133435 verbose linkMans array-index@1.0.0
133436 silly build nan@2.3.5
133437 info linkStuff nan@2.3.5
133438 silly linkStuff nan@2.3.5 has /var/www/app/node_modules as its parent node_modules
133439 verbose linkBins nan@2.3.5
133440 verbose linkMans nan@2.3.5
133441 silly build negotiator@0.5.3
133442 info linkStuff negotiator@0.5.3
133443 silly linkStuff negotiator@0.5.3 has /var/www/app/node_modules as its parent node_modules
133444 verbose linkBins negotiator@0.5.3
